Facility ID,FAC_CCMUNumber,FACID,FAC_Type,FAC_Capacity,Facility Name,Facility Address,"City, State, Zip",Other Service,County,Owner,Operator
50M012,50M012,50M012,RCF,32,Cascade Park Retirement Center,950 N Cascade Dr,"Woodburn, OR 97071",,(503) 982-2707,"Woodburn Investment Associates, Ltd.","Century Park Associates, LLC"
50M019,50M019,50M019,RCF,59,Emerald Gardens,1890 N Newberg Hwy,"Woodburn, OR 97071","MCC, ACU 20",(503) 980-2049,"RSL Woodburn, LLC","Radiant Senior Living, Inc."
50M021,50M021,50R021,RCF,16,Comfort Care,1735 Kane St,"Klamath Falls, OR 97603",,(541) 884-1616,Mary Nork,Mary Nork
50M025,50M025,50M025,RCF,15,Elderly Care Home,12435 SW 121st,"Tigard, OR 97223",,(503) 590-4659,"Elderly Care Home, Inc.","Elderly Care Home, Inc."
50M026,50M026,50R026,RCF,34,Ellendale Residential Care Center,511 E Ellendale Ave,"Dallas, OR 97338",,(503) 623-7029,"Dallas Care Center, Inc.","Dallas Care Center, Inc."
50M037,50M037,50M037,RCF,85,Firwood Gardens RCF,819 NE 122nd Ave,"Portland, OR 97230",,(503) 252-2327,"Sapphire at Firwood, LLC","Sapphire at Firwood, LLC"
50M044,50M044,50M044,RCF,50,Golden Acres Retirement Center,12711 SE Holgate Blvd,"Portland, OR 97236",,(503) 762-2423,Sandra Tidwell,Sandra Tidwell
50M048,50M048,50M048,RCF,13,Donham Place,5833 N Lombard St,"Portland, OR 97203",,(503) 283-4868,"Donham Place, LLC","Donham Place, LLC"
50M049,50M049,50M049,RCF,62,Harmony Guest Home,351 SE Fifth St,"Hillsboro, OR 97123","MCC, ACU 32",(503) 693-6695,"Harmony Guest Home, Inc.","Harmony Guest Home, Inc."
50M054,50M054,50M054,RCF,120,Brookdale River Valley - Tualatin,19200 SW 65th Ave,"Tualatin, OR 97062","MCC, ACU 26",(503) 691-9836,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
50M055,50M055,50M055,RCF,88,Brookdale Mt. Hood,25200 SE Stark St,"Gresham, OR 97030",,(503) 674-7487,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
50M056,50M056,50M056,RCF,95,Brookdale Medford,3033 Barnett Rd,"Medford, OR 97504",,(541) 776-0745,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
50M065,50M065,50M065,RCF,50,Jefferson Lodge Memory Care Community,664 SE Jefferson St,"Dallas, OR 97338","MCC, ACU 50",(503) 588-8653,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
50M081,50M081,50M081,RCF,23,Milwaukie Care Center,14107 SE Redwood Ave,"Milwaukie, OR 97222",,(503) 659-7370,"Milwaukie Care Center, Inc.","Milwaukie Care Center, Inc."
50M086,50M086,50M086,RCF,46,Mt. Scott Residential Care Home,8014 SE Lambert St,"Portland, OR 97206",,(503) 774-3037,"Sistere, Inc.","Sistere, Inc."
50M088,50M088,50M088,RCF,20,Myrtle Point Care Center RCF,637 Ash St,"Myrtle Point, OR 97458",,(541) 572-5477,"Care Centers Management, Inc.","Dakavia Management, Corp."
50M092,50M092,50M092,RCF,32,O'Hara's Manor,1250 SE Roberts,"Gresham, OR 97080",,(503) 492-0359,"O'Hara's Manor, Inc.","O'Hara's Manor, Inc."
50M094,50M094,50M094,RCF,50,Oregon City Residential Care,515 10th St,"Oregon City, OR 97045",,(503) 657-4212,"Valley View Care Centers, Inc.","Valley View Care Centers, Inc."
50M096,50M096,50M096,RCF,14,Our House Of Portland,2727 SE Alder,"Portland, OR 97214",,(503) 236-7129,"Our House Of Portland, Inc","Our House of Portland, Inc."
50M098,50m098,,RCF,,Aaren Brooke Place,995 N Oregon St,"Ontario, OR 97914",,(541) 881-9082,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M098,50M098,50M098,RCF,14,Aaren Brooke Place,995 N Oregon St,"Ontario, OR 97914",,(541) 881-9082,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M109,50M109,50M109,RCF,30,Tabor Crest Residential Care,7430 SE Division St,"Portland, OR 97206","MCC, ACU 30",(503) 771-8058,"Tabor Crest Residential Care, LLC","Tabor Crest Residential Care, LLC"
50M110,50M110,50M110,RCF,80,"Taft Home, The",1337 SW Washington St,"Portland, OR 97205",,(503) 241-9553,"Concepts in Community Living, Inc.","Concepts in Community Living, Inc."
50M124,50M124,50M124,RCF,30,Harmony Estates Residential Care Center,87326 McTimmons Lane,"Bandon, OR 97411",,(541) 347-9631,"Harmony Estates, Inc.","Harmony Estates, Inc."
50M132,50M132,50M132,RCF,60,River Grove Memory Care,140 Green Lane,"Eugene, OR 97404","MCC, ACU 60",(541) 461-0256,River Grove Operating Company,"Benecia Senior Living, LLC"
50M133,50M133,50M133,RCF,74,Oak Lane Retirement,727 SW Rogue River Ave,"Grants Pass, OR 97526",,(541) 479-1362,"TSL Oak Lane, LLC","Tierra Senior Living, LLC"
50M138,50M138,50M138,RCF,36,Baycrest Assisted Care,3959 Sheridan Ave,"North Bend, OR 97459",,(541) 751-7715,"Bay Area Properties, LLC","Radiant Senior Living, Inc."
50M142,50M142,50M142,RCF,82,Brookdale Ontario,1372 SW  8th Ave,"Ontario, OR 97914",,(541) 889-3291,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
50M144,50M144,50M144,RCF,50,Elizabethan Manor,44882 Mission Road,"Pendleton, OR 97801",,(541) 276-3093,"Prestige Residential Community, L.L.C","Prestige Senior Living, L.L.C"
50M154,50M154,50M154,RCF,15,Forest Meadows RCF,625 Barbara Dr,"Grants Pass, OR 97526",,(541) 955-9820,"Forest Meadows RCF, Inc.","Forest Meadows RCF, Inc."
50M157,50M157,50M157,RCF,29,Terwilliger Plaza - Metcalf Unit,2545 SW Terwilliger Blvd,"Portland, OR 97201",,(503) 299-4803,"Terwilliger Plaza, Inc.","Terwilliger Plaza, Inc."
50M172,50M172,50M172,RCF,28,Chateau Gardens Memory Care Community,2669 S Cloverleaf Loop,"Springfield, OR 97477","MCC, ACU 28",(541) 744-7017,"Cloverleaf Assisted Living, LLC",Ridgeline Management Co.
50M174,50M174,50R174,RCF,85,"Woods at Willowcreek, The",4398 Glencoe St NE,"Salem, OR 97301","MCC, ACU 64",(503) 245-5052,"Lancaster Woods Operator, LLC","The Springs Living, LLC"
50M201,50M201,50M201,RCF,19,Haven House Retirement Center,714 Main Street PO Bos 386,"Fossil, OR 97830",,(541) 763-2129,"Fossil Elderly Housing Committee, Inc.","Fossil Elderly Housing Committee, Inc."
50M204,50M204,50M204,RCF,9,Ashley Manor - Lund Lane,1040 Lund  Lane,"Baker City, OR 97814",,(541) 523-3091,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M208,50M208,50M208,RCF,37,Chetco Inn Residential Care Facility,417 Fern St,"Brookings, OR 97415",,(541) 469-5348,Chetco Inn RCF Incorporated,Chetco Inn RCF Incorporated
50M209,50M209,50M209,RCF,36,Forest Glen Senior Residence,200 SW Frontage Rd.,"Canyonville, OR 97417",,(541) 839-4857,Aspen Foundation,Aspen Foundation
50M211,50M211,50M211,RCF,28,Hill House,1325 SW Gibbs Street,"Portland, OR 97239",,(503) 243-3427,"Peaks and Valleys, LLC","Peaks and Valleys, LLC"
50M218,50M218,50M218,RCF,42,Meadows Courtyard,13637 Garden Meadow Drive,"Oregon City, OR 97045",,(503) 650-7486,"Meadows Courtyard, Inc.","Meadows Courtyard, Inc."
50M220,50M220,50M220,RCF,15,Ashley Manor - Shasta,475 S Shasta Pl. Longview Div.,"Burns, OR 97720",,(541) 573-3049,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M225,50M225,50R225,RCF,16,Blue Haven RCF - Independence,202 South 9th Street,"Independence, OR 97351",,(503) 390-5485,"Blue Haven Residential Care Facilities, Inc.","Blue Haven Residential Care Facilities, Inc."
50M227,50M227,50M227,RCF,16,Blue Haven RCF - Dallas,280 SE Uglow St,"Dallas, OR 97338",,(503) 588-7125,"Blue Haven Residential Care Facilities, Inc.","Blue Haven Residential Care Facilities, Inc."
50M228,50M228,50M228,RCF,32,Brookdale Wilsonville,8170 Vlahos Drive,"Wilsonville, OR 97070",,(503) 570-1034,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
50M247,50M247,50M247,RCF,11,Pleasant Valley RCF,18857 SE Giese Rd.,"Gresham, OR 97080",,(503) 328-9613,"BME Enterprises,  Inc.","BME Enterprises, Inc."
50M264,50M264,50M264,RCF,16,Sherwood Pines Residential Care,87986 Sherwood,"Veneta, OR 97487","MCC, ACU 16",(541) 935-4328,"Sherwood Pines Residential Care, Inc.","Sherwood Pines Residential Care, Inc."
50M265,50M265,50M265,RCF,15,Ashley Manor - Rimrock,1600 SW Rimrock Way,"Redmond, OR 97756",,(541) 504-8510,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M267,50M267,50M267,RCF,15,Ashley Manor - Pacific Heights,1995 8th St.,"Hood River, OR 97031",,(541) 387-0249,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50M268,50M268,50M268,RCF,32,Four Seasons RCF - Fairgrounds,2850 Evergreen Ave  NE,"Salem, OR 97303",,(503) 588-7125,Four Seasons RCF Fairgrounds,Four Seasons RCF Fairgrounds
50M300,50M300,50M300,RCF,44,Quail Park Memory Care Residences of Klamath Falls,320 Jade Terrace,"Klamath Falls, OR 97601","MCC, ACU 44",(541) 884-1020,"Quail Park of Klamath Falls Phase II, LLC",Living Care Lifestyles
50M422,50M422,50M422,RCF,16,Juniper House Memory Care,301 SW 28th Drive,"Pendleton, OR 97801","MCC, ACU 16",(541) 278-1578,Assisted Living Facilities Inc.,"Concepts in Community Living, Inc."
50M423,50M423,50M423,RCF,45,Marjorie House Memory Care Community,2855 NE Cumulus Avenue,"McMinnville, OR 97128",ACU 45,(503) 474-4220,"Marjorie House McMinnville, LLC","Marjorie House McMinnville, LLC"
50M424,50M424,,RCF,30,Kinsington at Redwood Park,1390 Dowell Road,"Grants Pass, OR 97527","MCC, ACU 30",(541) 476-2456,"Heirloom Living Centers, LLC","Cameo Care Management, LLC"
50M425,50M425,,RCF,28,Maple Valley Dementia Care,219 NE Fircrest Drive,"McMinnville, OR 97128","MCC, ACU 22, ECU 6",(360) 891-7162,"Maple Valley Dementia Care, Inc.","Maple Valley Dementia Care, Inc."
50M426,50M426,,RCF,35,Countryside Living of Redmond,1350 NW Canal Blvd,"Redmond, OR 97756","MCC, ACU 35",(541) 548-9984,"Countryside Living of Redmond, LLC","Countryside Living of Redmond, LLC"
50M427,50M427,,RCF,23,"Village at Keizer Ridge Memory Care, The",1165 McGee Court,"Keizer, OR 97303",ACU 23,(503) 390-1818,"VKR, LLC","Keizer Care Properties, LLC"
50R009,50R009,50R009,RCF,74,Pacifica Senior Living Calaroga Terrace,1400 NE Second Ave,"Portland, OR 97232",,(503) 239-3399,"Pacifica Senior Living, LLC","Pacifica Senior Living, LLC"
50R014,50R014,50R014,RCF,49,Cherry Blossom Cottage,11177 SE Cherry Blossom Dr,"Portland, OR 97216",,(503) 256-0047,"Sylvia's Legacy, Inc.","Sylvia's Legacy, Inc."
50R023,50R023,50R023,RCF,51,Conifer House Residential Care & Memory Care,145 NE Conifer Blvd,"Corvallis, OR 97330","MCC, ACU 32",(541) 757-8621,"Conifer House Operating Company, LLC","Benicia Senior Living, LLC"
50R038,50R038,50R038,RCF,19,Fountain Plaza,1441 Morrow Rd,"Medford, OR 97504",,(541) 734-5000,"Fountain Plaza, L.L.C.","Dharma Healthcare Management, Inc."
50R040,50R040,50R040,RCF,155,Friendsview Retirement Community,1301 E Fulton St,"Newberg, OR 97132","MCC, ACU 18",(503) 538-6371,"Friendsview Manor, Inc.","Friendsview Manor, Inc."
50R046,50R046,50R046,RCF,54,Fox Hollow Residential Care Community,5320 Fox Hollow Rd,"Eugene, OR 97405",,(541) 683-9427,"Regency At Fox Hollow, Inc.",Prestige Care Inc.
50R062,50R062,50R062,RCF,7,Hubbard Residential Care Facility,647 Junction Rd,"Glendale, OR 97442",,(541) 832-2676,Norma Ann Hubbard,Norma Ann Hubbard
50R068,50R068,50R068,RCF,63,Avamere Court at Keizer RCF,5210 River Road N,"Keizer, OR 97307",,(503) 393-0108,"Keizer Campus Operations, LLC","Keizer Campus Operations, LLC"
50R078,50R078,50R078,RCF,35,Brookdale McMinnville Town Center,775 East 27th,"McMinnville, OR 97128",,(503) 434-5199,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
50R085,50R085,50R085,RCF,29,Mt. Angel Towers,One Towers Lane Box 2120,"Mt. Angel, OR 97362",,(503) 845-7210,"Mt. Angel Towers, Oregon, Ltd.","Mt. Angel Towers, Oregon, Ltd."
50R091,50R091,50R091,RCF,115,Odd Fellows Home Of Oregon,3102 SE Holgate Blvd,"Portland, OR 97202",,(503) 872-1277,Odd Fellows Home of Oregon,Odd Fellows Home of Oregon
50R108,50R108,50R108,RCF,39,Sweetbriar Villa,6135 E St.,"Springfield, OR 97478","MCC, ACU 9",(541) 726-1173,"RSL Springfield, LLC","Radiant Senior Living, Inc."
50R115,50R115,50R115,RCF,48,Turner Retirement Homes,5405 Boise Street,"Turner, OR 97392",,(503) 743-2803,"Turner Retirement Homes, Inc.","Turner Retirement Homes, Inc."
50R121,50R121,50R121,RCF,150,West Hills Village Senior Residence,5711 SW Multnomah Blvd,"Portland, OR 97219",,(503) 245-6863,West Hills Village Limited Partnership,"West Hills Village, LP"
50R125,50R125,50R125,RCF,60,Willson House Residential Care Facility,1625 Center St NE,"Salem, OR 97301",,(503) 585-8775,United Methodist Retirement Center Inc.,"Concepts in Community Living, Inc."
50R126,50R126,50R126,RCF,40,Regency Woodland,4710 Sunnyside Rd SE,"Salem, OR 97302",,(503) 364-3666,"BD Salem I, LLC","Regency Pacific Management, LLC"
50R128,50R128,50R128,RCF,70,Cascades of Bend Retirement Community,1801 NE Lotus Dr,"Bend, OR 97701",,(541) 382-1239,"Cascade Living Group - Oregon, LLC","Cascade Living Group, Inc."
50A034,50A034,50A034,RCF,122,Farmington Square - Salem,910 Boone Rd SE,"Salem, OR 97306","MCC, ACU 70",(503) 363-4991,"RSL Salem, LLC","Radiant Senior Living, Inc."
50A070,50A070,50A070,RCF,49,Regency Park Alzheimer's Care,8300 SW  Barnes Rd,"Portland, OR 97225","MCC, ACU 49",(503) 292-8409,Regency Park Apartments Ltd Part.,"Regency Park Management, LLC"
50A074,50A074,50A074,RCF,42,Holly Residential Care Center,1075 Irvington Drive,"Eugene, OR 97404",,(541) 607-8595,The Maren Corporation,The Maren Corporation
50A083,50A083,50A083,RCF,81,Farmington Square - Medford,1530 Poplar Dr,"Medford, OR 97504","MCC, ACU 81",(541) 857-0272,"RSL Medford, LLC","Radiant Senior Living, Inc."
50A143,50A143,50A143,RCF,64,Farmington Square - Tualatin,17950 SW 115th Ave,"Tualatin, OR 97062","MCC, ACU 46",(503) 691-2759,"RSL Tualatin, LLC","Radiant Senior Living, Inc."
50A149,50A149,50A149,RCF,66,Farmington Square - Eugene,2730 Bailey Lane,"Eugene, OR 97401","MCC, ACU 24",(541) 344-5627,"RSL Eugene, LLC","Radiant Senior Living, Inc."
50A165,50A165,50A165,RCF,32,"Regent at Sheldon Park, a Blue Harbor Senior Living Community",2440 Willakenzie Road,"Eugene, OR 97401","MCC, ACU 32",(541) 344-1370,Sheldon Park Management LLC,Sheldon Park Management LLC
50A214,50A214,50A214,RCF,48,Monterey Court Memory Care,8915 SE Monterey,"Happy Valley, OR 97086","MCC, ACU 48",(503) 654-3800,"Monterey Court Ventures, LLC","Frontier Management, LLC"
50A219,50A219,50A219,RCF,20,Expressions at Summerplace,15727 NE Russell Street,"Portland, OR 97230","MCC, ACU 20",(503) 252-9405,"Summerplace Assisted Living, LLC","Prestige Senior Living, L.L.C"
50A226,50A226,50A226,RCF,30,Settler's Park Memory Care Community,2895 17th Street,"Baker City, OR 97814","MCC, ACU 30",(541) 523-0268,LSREF Golden Ops 26 (OR) LLC,"SLH Rainier Manager, LLC"
50A232,50A232,50A232,RCF,60,Brookdale Beaverton,16655 NW Walker Rd,"Beaverton, OR 97006","MCC, ACU 60",(503) 439-1654,"Brookdale Senior Living Communities, Inc.","Brookdale Senior Living Communities, Inc."
50R139,50R139,50R139,RCF,40,Clackamas View Senior Living - Milwaukie,14550 SE Vista Ln,"Milwaukie, OR 97267",,(503) 652-4376,"Chancellor Health Care of California X, Inc.","Chancellor Health Care, Inc,"
50R145,50R145,50R145,RCF,17,Horton Plaza,1122 Spring St,"Medford, OR 97504",,(541) 770-9576,Horton Plaza A Joint Venture,"Dharma Healthcare Management, Inc."
50R171,50R171,50R171,RCF,16,Oaktree Residential Living,5030 West Port St PO Box 22636,"Eugene, OR 97402",,(541) 688-6404,Elman's House Corp.,Elman's House Corp.
50R200,50R200,50R200,RCF,22,Willamette Lutheran Retirement Community,7693 Wheatland Rd,"Salem, OR 97308",,(503) 393-7242,"Willamette Lutheran Homes, Inc.","Willamette Lutheran Homes, Inc."
50R202,50R202,50R202,RCF,20,Riverview Terrace,1970 West Harvard Avenue,"Roseburg, OR 97470",,(541) 677-0489,Crown One Development LLC,"Crown Two Development, LLC"
50R216,50R216,50R216,RCF,102,Capital Manor Retirement Community,1955 Salem Dallas Hwy NW,"Salem, OR 97304","MCC, ACU 21",(503) 371-9021,"Capital Manor, Inc.","Life Care Services, LLC"
50R229,50R229,50R229,RCF,96,Willamette View Terrace,13169 SE River Road,"Portland, OR 97222",,(503) 652-6797,"Willamette View, Inc. dba","Willamette View, Inc."
50R230,50R230,50R230,RCF,44,Holladay Park Plaza,1300 NE 16th,"Portland, OR 97232",,(503) 331-4853,"Holladay Park Plaza, Inc.","Pacific Retirement Services, Inc."
50R234,50R234,50R234,RCF,38,"Springs at Anna Maria, The",822 Golf View Drive,"Medford, OR 97504",,(541) 857-0994,"HSRE-Springs III at Medford AM sub-TRS, LLC","The Springs Living, LLC"
50R251,50R251,50R251,RCF,16,Ivy Court Senior Living,18265 SE River Road,"Milwaukie, OR 97222",,(503) 786-9650,"Ivy Court Senior Living, Inc.","Ivy Court Senior Living, Inc."
50R256,50R256,50R256,RCF,15,Elite Care Oatfield Estates-Hood House,4499 SE Oatfield Hill Rd.,"Milwaukie, OR 97267",,(503) 353-6624,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R270,50R270,50R270,RCF,70,Rose Linn Vintage Place,2330 Debok Rd,"West Linn, OR 97068","MCC, ACU 40",(503) 655-2850,West Linn Care Center Operating Co LLC,"Benecia Senior Living, LLC"
50R271,50R271,50R271,RCF,21,Willamette View Memory Care Community,13145 SE River Rd,"Portland, OR 97222","MCC, ACU 21",(503) 652-6255,"Willamette View, Inc.","Willamette View, Inc."
50R273,50R273,50R273,RCF,27,Suttle Care & Retirement,1601 SW 24th St.,"Pendleton, OR 97801",,(541) 276-0340,"Suttle Care & Retirement, Inc.","Suttle Care & Retirement, Inc."
50R274,50R274,50R274,RCF,11,Ashley Manor - Arrowhead,3853 Arrowhead Dr.,"Medford, OR 97504",,(541) 770-6545,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50R275,50R275,50R275,RCF,28,Avamere at St. Helens,2400 Gable Rd.,"St. Helens, OR 97051","MCC, ACU 28",(503) 366-8088,"Avamere - St. Helens Operations, LLC","Avamere-St. Helens Operations, LLC "
50R276,50R276,50R276,RCF,27,Edgewood Arbor Memory Care,7733 SW Scholls Ferry Rd.,"Beaverton, OR 97008","MCC, ACU 27",(503) 671-9245,"Beaverton Assisted Living, LLC","Hawthorn Retirement Group, LLC"
50R277,50R277,50R277,RCF,20,Courtyard at Hillside Memory Care,300 NW Hillside Park Way,"McMinnville, OR 97128","MCC, ACU 20",(503) 888-7477,Emeritus Corporation,Emeritus Corporation
50R278,50R278,50R278,RCF,25,Manor Special Care Center,1200 Mira Mar Ave.,"Medford, OR 97504","MCC, ACU 25",(541) 857-7719,"Rogue Valley Manor, Inc.","Pacific Retirement Services, Inc."
50R279,50R279,50R279,RCF,64,Brookdale Eugene Alpine Court Memory Care,3720 N. Clarey St,"Eugene, OR 97402","MCC, ACU 64",(541) 689-5622,Emeritus Corporation,"Brookdale Senior Living Communities, Inc."
50R280,50R280,50R280,RCF,48,Elderberry Square Community,3321 Oak St,"Florence, OR 97439","MCC, ACU 32",(541) 902-8615,"Elderberry Square Community, LLC","Senior Housing Managers, LLC"
50R281,50R281,50R281,RCF,15,Ashley Manor - Conners,2853 NE Conners Ave.,"Bend, OR 97701",,(541) 383-4984,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50R282,50R282,50R282,RCF,15,Elite Care Oatfield Estates-Adam's House,4483 SE Oatfield Hill Rd,"Milwaukie, OR 97267",,(503) 513-4960,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R283,50R283,50R283,RCF,35,Countryside Living of Canby,390 NW 2nd,"Canby, OR 97013","MCC, ACU 35",(503) 266-4000,"Countryside Living of Canby, LLC","Countryside Living of Canby, LLC"
50R285,50R285,50R285,RCF,18,West Wind Court,465 4th St. SW,"Bandon, OR 97411",,(541) 347-5321,West Wind Court Corporation,West Wind Court Corporation
50R287,50R287,50R287,RCF,21,Raleigh Hills Enhanced Care Community,4815 SW Dogwood Ln,"Portland, OR 97225","MCC, ACU 21",(503) 297-5739,"Raleigh Hills Management, LLC","Raleigh Hills Management, LLC"
50R288,50R288,50R288,RCF,15,Ashley Manor - Athens,1514 Athens Ave.,"Pendleton, OR 97801",,(541) 278-6776,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50R289,50R289,50R289,RCF,15,Elite Care Oatfield Estates-Helen's House,4469 SE Oatfield Hill Rd.,"Milwaukie, OR 97267",,(503) 653-5705,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R290,50R290,50R290,RCF,48,Rosewood Specialty Care,2550 SE Century Blvd.,"Hillsboro, OR 97123","MCC, ACU 48",(503) 259-9509,"Brookwood Court Assisted Living, LLC","Hillsboro Care Properties, LLC"
50R292,50R292,50R292,RCF,43,Quail Park of Klamath Falls,1000 Town Center Dr.,"Klamath Falls   OR, OR 97601",,(541) 882-8882,"Quail Park of Klamath Falls, LLC",Living Care Lifestyles
50R293,50R293,50R293,RCF,186,Miramont Pointe,11520 SE Sunnyside Rd,"Clackamas, OR 97015","MCC, ACU 21",(503) 652-0168,"MP, LLC","MP, LLC"
50R294,50R294,50R294,RCF,142,Hearthstone at Murrayhill,10880 SW Davies Rd.,"Beaverton, OR 97008","MCC, ACU 32",(503) 641-4944,"Hearthstone at Murrayhill, LLC","Hearthstone Management Services, LLC"
50R295,50R295,50R295,RCF,15,Ashley Manor - Anique,525 Anique Ln,"Grants Pass, OR 97526",,(541) 474-4598,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50R296,50R296,50R296,RCF,40,Avamere at Seaside Residential Care Facility,2500 S. Roosevelt Dr.,"Seaside, OR 97138","MCC, ACU 40",(503) 738-0903,"Necanicum Operations, LLC","Necanicum Operations, LLC"
50R297,50R297,50R297,RCF,18,Prestige Senior Living Orchard Heights Memory Care,695 Orchard Heights Rd. NW,"Salem, OR 97304","MCC, ACU 18",(503) 485-2112,CHP Salem-Orchard Heights OR Tenant Corp.,"Prestige Senior Living, LLC"
50R298,50R298,50R298,RCF,16,Sweet Bye N Bye,2480 Coral Ave  NE,"Salem, OR 97305",,(503) 362-8808,"Sweet Bye N Bye AFC & RCF Facilities, Inc.","Sweet Bye N Bye AFC & RCF Facilities, Inc."
50R300,50R300,50R300,RCF,15,Hawthorne House of Salem,3042 Hyacinth St. NE,"Salem, OR 97303","MCC, ACU 15",(503) 763-2677,"Pacific Living Centers, Inc.","Pacific Living Centers, Inc."
50R301,50R301,50A231,RCF,55,Emerson House,3577 SE Division,"Portland, OR 97202",,(503) 234-8535,"Emerson House, LLC","Kinsel Ameri Properties, Inc."
50R302,50R302,50R302,RCF,48,Timberwood Court Specialty Care Community,2875 SE 14th Ave,"Albany, OR 97321","MCC, ACU 48",(541) 924-2949,LSREF Golden Ops 26 (OR) LLC,"Frontier Management, LLC"
50R303,50R303,50R303,RCF,16,SpringRidge Court Memory Care,32100 SW French Prairie Rd,"Wilsonville, OR 97070","MCC, ACU 16",(503) 694-5124,Spring Ridge Subtenant LLC,"SRG Management, LLC"
50R304,50R304,50R304,RCF,90,Gateway Gardens,178 Commons Dr.,"Eugene, OR 97401","MCC, ACU 75",(541) 485-8978,"Gateway Gardens Assisted Living, Inc.","Gateway Gardens Assisted Living, Inc."
50R305,50R305,50R305,RCF,52,Evergreen Court of Molalla,250 Kennel St.,"Molalla, OR 97038","MCC, ACU 27",(503) 829-2425,"Molalla Senior Living, LLC","Avant Senior Housing Managers & Consultants, LLC"
50R306,50R306,50R306,RCF,15,Ashley Manor - Homedale,44 North Homedale Rd.,"Klamath Falls, OR 97601",,(541) 273-1220,"Ashley Manor, L.L.C.","Ashley Manor, L.L.C."
50R307,50R307,50R307,RCF,13,"Touch of Grace, A","PO Box 165, 2156 Brookhurst St.","Medford, OR 97504","MCC, ACU 13",(541) 779-1210,"A Touch of Grace, LLC","A Touch of Grace, LLC"
50R308,50R308,50R308,RCF,15,Elite Care Oatfield Estates-Rainier House,4457 SE Oatfield Hill Rd.,"Milwaukie, OR 97267",,(503) 653-2105,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R309,50R309,50R309,RCF,16,Silvia & John's Residential Care,19909 SE Stark St.,"Portland, OR 97233",,(503) 661-2567,"Silvia & John's Residential Care, Inc.","Silvia & John's Residential Care, Inc."
50R310,50R310,50R310,RCF,50,Rosewood Court Residential Care,4254 Weathers Street NE,"Salem, OR 97301","MCC, ACU 50",(503) 585-6002,"Capri Senior Living, LLC","Capri Senior Living , LLC"
50R311,50R311,50R311,RCF,43,"Gardens, The",2690 NE Yacht,"Lincoln City, OR 97367","MCC, ACU 43",(541) 994-5678,"Lakeview Operations, LLC","Westmont Living, Inc."
50R313,50R313,50R313,RCF,18,Prairie House Memory Care Community,51485 Morson St.,"La Pine, OR 97739","MCC, ACU 18",(541) 536-1373,"Assisted Living Alternatives, Inc.",Ridgeline Management Co.
50R314,50R314,50R314,RCF,15,Magnolia Village Memory Care Community,1355 Daugherty,"Cottage Grove, OR 97424","MCC, ACU 15",(541) 942-8915,"Magnolia Village, LLC","Magnolia Gardens, LLC"
50R315,50R315,50R315,RCF,16,All Comfort Residential Care,9347 SW 35th St.,"Portland, OR 97219",,(503) 977-1011,"Peaks and Valleys, LLC","Peaks and Valleys, LLC"
50R316,50R316,50R316,RCF,64,Hope N Care,12045 SE Pardee St.,"Portland, OR 97266",,(503) 761-5909,"Asa Care, Inc.","Asa Care, Inc."
50R318,50R318,50R318,RCF,15,Elite Care Oatfield Estates-Jefferson House,4422 SE Oatfield Hill Rd.,"Milwaukie, OR 97267",,(503) 653-5705,"Elite Care Oatfield Estates, LLC","Elite Care Management Group, LLC"
50R319,50R319,50R319,RCF,15,"Golden Age Living, LLC",3484 SE Hill Rd.,"Milwaukie, OR 97267",,(503) 652-8902,Golden Age Living LLC,Golden Age Living LLC
50R320,50R320,50R320,RCF,26,Avamere at Bethany,16360 NW Avamere Court,"Portland, OR 97229","MCC, ACU 26",(503) 690-2134,"Avamere Bethany Operations, LLC","Avamere Bethany Operations, LLC"
50R321,50R321,50R321,RCF,42,Providence ElderPlace in Cully,5119 NE 57th Ave.,"Portland, OR 97218",,(503) 215-8082,Providence Health & Services - Oregon,Providence Health & Services - Oregon
